crop,area,rainfall,temperature,fertilizer,yield_per_acre
Chickpea,11.93,345.8,21.5,189.9,0.741
Onion,8.74,349.9,12.7,191.1,5.201
Chickpea,16.13,41.9,37.1,18.9,0.772
Tomato,24.59,275.4,39.9,137.6,5.988
Rice,17.14,395.8,26.5,106.4,1.736
Mustard,17.02,74.8,21.2,128.6,0.908
Groundnut,6.23,110.0,38.9,62.1,1.202
Chickpea,13.58,372.6,33.9,91.1,0.505
Millets,17.83,71.2,40.1,107.5,1.074
Banana,7.75,346.7,24.6,177.7,23.277
Millets,5.27,354.9,17.4,205.8,0.641
Wheat,24.31,56.8,28.5,7.8,1.342
Cotton,5.08,358.8,29.7,159.8,0.697
Mustard,24.63,334.1,39.4,32.1,0.306
Chickpea,16.9,166.2,25.9,96.5,0.713
Mustard,12.48,192.8,21.8,98.8,0.543
Mustard,17.36,386.5,18.4,200.8,0.603
Maize,23.84,170.2,32.7,119.6,2.325
Maize,1.94,348.4,13.6,199.6,1.322
Rice,3.25,145.7,33.8,126.9,2.191
Soybean,15.09,236.7,24.2,140.6,1.189
Potato,24.32,62.1,25.7,130.3,9.188
Rice,24.58,177.8,20.6,171.6,2.098
Cotton,22.66,60.4,13.6,207.5,0.717
Millets,18.71,399.0,42.0,211.9,0.587
Sugarcane,21.33,67.2,22.7,39.2,24.94
Banana,22.47,395.3,17.2,28.5,14.529
Sugarcane,14.36,355.2,34.4,92.9,28.691
Wheat,19.73,210.0,32.0,82.8,1.035
Chickpea,15.51,129.8,28.5,143.3,0.866
Banana,20.23,85.5,15.9,69.8,17.451
Maize,9.15,307.9,35.7,100.5,1.475
Potato,20.68,22.0,30.2,208.0,9.063
Millets,10.29,252.3,30.5,160.6,0.836
Tomato,2.01,294.4,40.4,191.5,6.329
Groundnut,22.12,76.0,41.4,163.1,1.241
Chickpea,7.31,107.2,12.1,195.9,0.933
Wheat,24.74,120.3,29.2,153.6,1.618
Banana,19.44,44.6,22.9,173.8,24.05
Groundnut,1.95,91.3,32.3,212.8,1.384
Soybean,6.39,370.9,39.0,86.1,0.706
Chickpea,15.38,258.5,30.5,65.1,0.513
Mustard,19.58,221.8,20.1,201.2,0.6
Rice,20.5,256.3,30.4,116.8,2.32
Onion,13.26,227.5,32.7,81.8,5.919
Onion,6.58,348.9,41.6,130.2,4.449
Mustard,22.37,144.1,36.4,89.9,0.468
Cotton,11.08,239.6,15.7,214.6,0.51
Onion,3.57,282.4,24.8,93.1,6.846
Potato,13.63,325.3,22.3,193.8,7.614
Tomato,17.11,388.7,23.9,149.3,7.878
Chickpea,20.9,368.4,22.4,185.3,0.677
Potato,17.44,142.7,19.7,61.2,9.478
Groundnut,14.67,347.5,20.6,7.0,0.596
Chickpea,11.47,311.5,18.5,141.2,0.732
Onion,20.33,279.9,39.3,27.7,3.434
Soybean,24.98,228.8,32.6,202.2,1.065
Groundnut,8.81,142.9,15.5,123.2,1.157
Groundnut,1.04,29.5,23.7,134.4,1.464
Maize,22.8,99.9,20.1,66.9,2.281
Potato,18.07,134.1,41.2,139.6,8.217
Millets,8.92,102.4,25.5,91.7,1.203
Soybean,3.81,256.0,28.9,120.2,1.199
Maize,9.35,53.1,35.8,98.2,2.228
Mustard,22.64,371.1,28.8,175.4,0.458
Groundnut,3.37,286.1,13.5,156.5,0.767
Onion,9.33,371.3,33.3,165.3,5.398
Sugarcane,20.87,84.7,40.3,87.3,26.432
Mustard,21.39,212.3,28.3,90.1,0.446
Mustard,16.37,277.3,26.2,10.6,0.387
Millets,11.62,323.4,18.8,202.2,0.598
Wheat,6.81,107.3,14.2,192.3,2.05
Soybean,18.91,116.9,23.4,64.6,1.235
Potato,24.89,388.8,14.1,149.1,5.275
Cotton,14.66,193.8,25.5,187.8,0.733
Millets,2.31,374.7,32.4,34.1,0.564
Soybean,14.99,231.4,41.1,12.1,0.791
Sugarcane,4.98,28.4,35.3,166.7,25.936
Maize,6.77,157.9,30.1,138.3,2.482
Potato,22.81,371.9,36.0,55.0,4.468
Groundnut,7.99,167.3,32.0,7.5,0.938
Tomato,1.38,121.0,26.4,185.7,15.094
Onion,0.73,196.1,12.8,70.9,6.758
Cotton,23.43,159.6,20.5,166.9,0.713
Wheat,22.68,192.4,40.1,194.4,1.041
Soybean,3.17,121.5,23.1,163.6,1.318
Mustard,8.92,138.2,36.4,217.8,0.601
Maize,1.77,294.3,26.4,95.4,2.016
Groundnut,3.84,252.6,39.9,202.2,0.962
Groundnut,10.04,370.1,31.8,110.8,0.804
Mustard,20.04,232.4,20.6,85.6,0.587
Onion,5.96,199.0,13.3,177.1,6.835
Soybean,22.19,170.6,26.3,65.0,1.191
Groundnut,11.19,203.1,26.8,148.8,1.148
Potato,16.54,262.2,33.3,103.3,5.756
Groundnut,14.6,323.2,26.0,74.1,0.769
Maize,8.06,306.6,24.8,145.3,1.803
Potato,12.36,153.9,24.6,148.7,10.029
Tomato,9.31,123.8,17.2,179.7,11.731
Sugarcane,16.22,191.5,16.9,65.2,26.272
Cotton,9.29,307.0,23.9,125.2,0.534
Wheat,22.09,145.5,17.7,77.8,1.415
Banana,3.46,81.5,34.9,186.0,23.898
Potato,7.7,38.0,15.7,30.3,8.368
Chickpea,17.97,173.3,24.0,211.6,0.801
Rice,1.51,173.8,26.0,103.5,2.345
Mustard,13.88,350.9,22.7,117.7,0.517
Cotton,10.27,71.8,25.0,111.0,0.817
Sugarcane,19.33,165.4,20.3,97.1,29.811
Mustard,24.51,52.1,27.2,84.5,0.825
Onion,1.97,275.9,26.8,135.6,6.266
Potato,12.99,220.8,16.4,135.2,8.796
Mustard,6.7,145.1,28.3,162.8,0.664
Rice,11.81,384.8,22.3,172.5,1.712
Maize,1.57,394.8,22.8,147.0,1.742
Wheat,19.21,153.8,29.4,10.6,1.16
Groundnut,14.08,315.3,16.8,72.1,0.688
Mustard,14.86,274.2,18.2,122.3,0.534
Mustard,7.83,23.4,40.9,197.1,0.78
Maize,20.89,227.5,40.9,112.1,1.539
Tomato,23.48,221.7,24.2,170.5,10.64
Mustard,21.15,347.1,20.9,2.5,0.431
Maize,19.62,156.3,38.7,196.3,2.248
Millets,12.79,331.8,13.1,35.2,0.442
Maize,1.56,61.2,25.6,107.4,2.496
Wheat,10.83,215.5,36.5,179.2,1.092
Tomato,22.2,332.9,21.9,162.8,8.263
Onion,6.43,274.5,14.6,60.3,5.041
Mustard,3.11,379.8,16.9,16.0,0.483
Wheat,16.39,261.7,38.8,146.6,0.837
Groundnut,14.36,311.1,22.8,7.9,0.574
Groundnut,9.73,89.1,33.3,177.0,1.518
Banana,8.49,235.8,14.8,205.5,24.308
Groundnut,20.65,93.9,35.1,62.1,1.231
Onion,23.42,348.2,24.8,94.3,5.512
Banana,22.34,204.3,23.9,20.7,21.662
Maize,20.85,143.1,21.1,5.8,1.821
Groundnut,20.3,82.4,41.0,13.2,0.926
Tomato,16.05,307.6,18.8,123.4,6.938
Wheat,4.68,218.5,28.0,168.9,1.341
Mustard,23.78,289.4,12.5,33.2,0.441
Tomato,10.41,145.6,25.3,207.5,13.414
Cotton,11.38,279.0,16.9,11.2,0.314
Wheat,19.72,356.4,35.4,149.4,0.865
Millets,6.8,55.9,29.9,48.3,1.216
Chickpea,13.61,398.2,23.6,92.3,0.634
Cotton,12.2,44.5,37.0,21.7,0.698
Cotton,10.28,194.7,40.9,162.6,0.684
Soybean,4.17,262.7,31.8,195.6,1.187
Cotton,2.15,103.6,40.9,217.4,1.046
Maize,21.23,201.5,40.8,184.3,1.738
Groundnut,15.9,98.4,17.5,190.6,1.413
Wheat,21.23,37.6,33.5,135.5,1.593
Sugarcane,4.94,134.0,18.8,37.2,28.393
Millets,4.79,239.8,25.0,82.8,0.624
Banana,1.62,390.4,21.5,125.3,20.365
Sugarcane,19.29,56.8,29.1,68.3,28.721
Tomato,6.32,254.0,28.1,28.2,6.98
Onion,14.87,350.0,23.9,140.7,6.132
Sugarcane,15.75,393.5,14.4,79.8,18.638
Wheat,6.83,147.2,33.7,173.0,1.475
Groundnut,22.27,218.2,36.7,23.6,0.677
Potato,22.39,354.5,37.3,18.7,3.716
Banana,4.64,349.8,28.8,62.2,20.177
Soybean,18.27,299.5,24.8,94.0,0.913
Sugarcane,10.25,271.8,30.8,28.6,28.498
Banana,20.37,23.0,36.7,6.6,15.538
Millets,6.44,207.0,37.3,179.1,0.662
Soybean,4.67,381.7,20.2,45.1,0.669
Groundnut,5.69,89.0,41.5,16.8,1.019
Millets,7.77,350.6,34.0,118.9,0.711
Groundnut,7.01,358.4,19.4,6.1,0.626
Rice,21.56,128.4,19.0,184.2,1.83
Onion,9.4,164.6,23.9,16.5,7.231
Rice,9.49,262.2,36.1,129.2,1.881
Sugarcane,0.63,208.1,28.9,79.1,34.855
Onion,1.37,328.3,29.7,71.6,5.337
Mustard,17.74,308.0,24.4,126.8,0.481
Millets,3.67,369.2,15.8,142.7,0.577
Soybean,20.62,199.1,17.6,33.1,0.886
Mustard,15.92,342.6,23.2,171.9,0.64
Chickpea,22.02,57.0,36.1,59.0,0.756
Sugarcane,14.66,392.6,30.0,47.3,25.55
Chickpea,2.87,147.5,20.8,141.6,0.868
Millets,21.27,352.9,31.0,153.7,0.749
Sugarcane,9.62,394.9,23.5,18.7,20.57
Banana,1.18,88.0,23.1,46.8,21.897
Cotton,4.48,258.1,15.9,172.3,0.48
Potato,6.51,239.0,13.8,207.4,8.884
Onion,5.93,51.5,41.8,9.0,6.333
Cotton,22.09,172.3,40.3,211.1,0.752
Wheat,4.64,389.0,25.1,102.2,1.159
Maize,24.08,388.9,24.4,31.3,1.305
Onion,3.41,230.0,17.0,78.8,6.1
Wheat,24.39,369.1,27.6,68.7,0.994
Tomato,9.48,194.6,39.4,113.1,8.632
Banana,7.38,101.3,35.0,36.4,20.077
Tomato,20.52,134.2,26.2,127.1,12.254
Chickpea,22.28,99.4,28.4,34.7,0.732
Millets,9.52,141.5,29.1,141.1,1.014
Potato,21.12,294.0,22.5,53.3,7.346
Banana,6.64,384.5,24.5,91.5,18.554
Onion,23.04,63.4,36.6,98.8,7.892
Tomato,13.82,225.3,16.0,21.3,7.145
Chickpea,15.56,154.1,28.7,199.4,0.728
Onion,6.19,56.1,31.6,38.4,7.81
Onion,4.19,330.1,18.3,1.9,4.295
Sugarcane,2.8,179.5,23.9,31.5,28.441
Groundnut,10.97,383.7,33.7,157.3,0.879
Wheat,19.34,221.2,41.6,133.7,0.779
Groundnut,18.99,155.2,35.2,186.4,1.208
Rice,9.93,363.9,15.8,163.7,1.898
Tomato,22.64,260.5,25.0,153.4,10.375
Chickpea,0.8,255.1,37.8,153.9,0.51
Groundnut,2.58,126.4,40.9,101.6,1.149
Maize,0.82,199.6,19.4,209.6,2.192
Sugarcane,4.47,44.0,21.5,219.1,28.21
Rice,14.51,335.8,24.0,196.0,1.903
Soybean,3.45,375.9,22.1,54.1,0.845
Soybean,12.11,211.5,32.2,178.0,1.277
Chickpea,13.62,390.6,25.4,70.7,0.564
Groundnut,16.98,376.2,22.6,112.1,0.645
Groundnut,22.56,87.5,18.8,152.8,1.194
Rice,3.77,380.8,31.3,208.4,2.336
Millets,7.34,34.6,25.2,211.5,1.376
Rice,18.44,265.6,13.0,51.1,1.625
Potato,11.71,277.5,22.2,68.7,8.126
Wheat,10.76,222.2,18.0,173.7,1.263
Potato,19.02,247.8,30.4,73.3,6.384
Millets,17.0,215.7,40.6,121.7,0.594
Onion,1.63,363.2,21.5,184.0,6.267
Wheat,23.05,203.2,37.8,147.8,0.975
Sugarcane,7.07,96.0,21.6,65.3,25.28
Potato,16.11,387.6,26.1,167.4,7.029
Banana,10.6,352.8,16.4,63.8,15.149
Groundnut,7.75,20.8,18.5,6.5,0.813
Chickpea,23.85,327.0,15.7,27.0,0.442
Cotton,16.95,257.7,29.7,32.9,0.526
Chickpea,11.44,388.9,13.3,3.2,0.454
Groundnut,22.0,130.0,21.6,130.2,1.295
Banana,7.1,42.8,28.0,161.4,22.846
Banana,15.81,58.7,31.9,20.4,19.832
Groundnut,1.86,159.0,35.0,11.8,1.067
Cotton,6.04,235.2,26.8,36.5,0.624
Sugarcane,24.65,394.2,19.5,194.3,25.48
Chickpea,11.09,329.7,24.6,108.3,0.676
Potato,22.71,77.5,29.7,25.7,7.839
Mustard,5.9,33.7,34.4,146.6,0.783
Millets,19.39,84.6,21.1,106.8,0.992
Potato,15.54,207.6,31.8,4.6,6.164
Chickpea,8.0,377.8,40.9,81.7,0.464
Potato,5.99,188.7,40.7,52.0,7.311
Wheat,14.46,271.8,33.8,174.1,0.851
Chickpea,2.24,277.0,29.8,47.1,0.459
Sugarcane,10.84,388.1,32.3,204.6,26.939
Onion,17.91,102.8,24.6,139.9,10.622
Mustard,2.5,291.6,20.0,156.2,0.602
Banana,14.49,220.2,38.2,143.8,25.112
Mustard,16.2,158.4,19.9,200.1,0.652
Potato,3.97,243.9,21.3,110.9,9.0
Millets,10.5,233.6,14.4,95.1,0.552
Soybean,17.87,123.0,28.3,84.5,1.257
Groundnut,17.0,379.3,15.4,94.0,0.674
Groundnut,12.0,359.6,32.5,190.5,0.886
Cotton,19.18,68.6,34.5,92.2,0.899
Wheat,1.98,63.3,15.2,82.6,2.091
Soybean,22.04,305.6,29.1,159.3,0.926
Rice,17.79,217.6,14.7,146.2,2.218
Wheat,0.61,305.3,20.4,89.1,1.268
Sugarcane,2.08,289.4,40.9,129.9,32.175
Banana,2.16,151.9,18.2,135.7,22.217
Maize,6.16,362.7,28.1,22.5,1.312
Millets,18.85,304.5,31.2,146.9,0.662
Groundnut,6.3,371.7,18.4,130.9,0.738
Rice,11.53,31.4,18.8,140.0,1.71
Wheat,7.95,337.3,27.7,167.4,1.083
Sugarcane,10.86,242.0,32.7,189.4,32.521
Potato,21.9,167.7,34.8,134.1,7.484
Cotton,19.21,275.5,28.9,174.4,0.579
Chickpea,4.01,117.0,41.7,53.2,0.677
Tomato,9.93,296.4,34.6,59.9,6.169
Chickpea,19.57,282.0,15.6,8.1,0.478
Banana,19.2,351.8,31.9,139.8,22.447
Potato,14.37,390.1,13.4,119.6,6.937
Millets,19.08,264.7,40.4,179.4,0.601
Sugarcane,3.94,395.0,35.9,185.4,28.077
Maize,15.42,25.0,25.9,54.6,2.206
Mustard,7.25,259.9,35.6,191.3,0.377
Onion,18.98,373.4,35.2,25.6,4.505
Rice,12.8,238.2,20.5,186.3,2.209
Potato,5.57,68.3,41.3,191.9,9.371
Mustard,19.61,60.5,27.4,25.4,0.739
Maize,12.25,275.2,37.2,17.7,1.369
Maize,5.15,378.5,26.5,12.5,1.414
Banana,15.87,322.8,25.9,149.9,24.649
Rice,2.22,283.5,40.6,75.4,1.952
Millets,16.07,393.7,36.4,171.8,0.634
Sugarcane,15.45,173.6,13.8,108.1,28.02
Groundnut,19.2,192.6,26.9,174.4,1.09
Mustard,9.32,363.4,34.8,207.5,0.457
Onion,6.9,218.0,24.5,85.9,7.238
Onion,9.99,76.1,22.5,177.6,10.937
Cotton,15.77,86.4,15.2,67.0,0.771
Rice,1.73,98.7,18.1,181.0,2.012
Groundnut,3.59,320.6,19.8,101.5,0.809
Potato,16.61,118.2,12.0,115.6,9.256
Soybean,24.83,189.0,29.0,175.5,1.146
Mustard,3.27,84.2,40.9,173.9,0.687
Maize,17.77,198.3,12.7,160.2,1.874
Onion,7.15,219.9,20.0,157.6,6.786
Wheat,11.21,216.3,13.1,4.5,0.908
Mustard,9.02,87.0,27.1,132.3,0.796
Wheat,9.5,371.0,25.1,61.8,1.005
Chickpea,5.02,282.6,18.0,80.3,0.617
Groundnut,16.38,103.4,12.1,183.3,1.372
Soybean,24.82,71.5,32.3,56.6,1.003
Sugarcane,4.62,196.9,20.1,34.1,25.678
Onion,6.83,221.2,32.8,97.5,6.049
Rice,9.86,396.4,41.2,98.6,1.725
Rice,16.33,336.4,29.3,159.3,2.258
Banana,13.7,207.1,18.5,29.9,24.296
Banana,23.04,232.5,24.4,30.6,18.756
Cotton,23.98,190.2,19.1,82.9,0.598
Potato,18.96,192.3,39.8,141.0,6.336
Maize,14.01,325.1,28.0,176.9,1.66
Wheat,8.56,38.3,22.7,125.1,2.024
Onion,9.7,278.2,33.5,37.6,4.867
Groundnut,13.72,213.5,41.4,169.7,0.976
Onion,16.37,29.7,23.1,168.7,9.916
Mustard,23.96,22.7,28.8,18.6,0.603
Mustard,10.42,58.5,25.6,76.9,0.93
Potato,5.0,342.0,21.9,21.9,5.642
Onion,9.56,41.4,13.6,13.1,7.384
Tomato,21.33,341.2,28.4,86.3,6.696
Soybean,20.29,376.8,41.5,155.1,0.621
Onion,24.07,66.6,20.4,183.1,9.642
Chickpea,13.33,312.8,20.2,110.2,0.646
Sugarcane,10.25,100.6,33.2,69.1,28.407
Cotton,3.97,271.4,21.9,107.4,0.571
Mustard,23.13,347.0,39.0,10.9,0.273
Mustard,20.38,179.5,20.6,120.7,0.537
Mustard,17.44,115.2,12.0,195.0,0.688
Soybean,21.85,376.7,22.6,145.1,0.85
Mustard,4.52,186.0,24.9,42.0,0.464
Onion,18.07,325.9,15.0,122.5,5.202
Banana,10.76,287.2,40.4,78.5,21.487
Groundnut,17.22,110.5,26.1,71.7,1.268
Wheat,18.65,255.4,36.5,208.2,0.867
Tomato,8.09,184.5,37.1,197.7,10.102
Onion,20.17,311.0,17.6,137.6,6.151
Cotton,13.91,392.2,35.4,44.2,0.46
Rice,8.32,26.8,14.2,158.2,1.523
Sugarcane,18.03,48.0,40.4,213.3,25.827
Tomato,2.16,331.5,30.2,218.2,7.704
Mustard,13.35,231.0,18.3,133.5,0.607
Mustard,5.91,338.1,18.4,66.1,0.6
Wheat,7.45,384.0,34.2,198.3,1.068
Tomato,16.17,354.3,40.8,143.0,5.582
Groundnut,1.49,196.7,21.5,203.7,1.158
Maize,8.27,152.9,33.4,0.4,1.713
Banana,12.36,61.1,13.5,56.9,17.714
Millets,12.82,175.9,17.8,183.3,0.651
Millets,17.24,348.6,32.2,29.3,0.597
Potato,13.28,90.4,40.2,55.5,8.217
Millets,7.23,193.1,19.5,180.9,0.733
Millets,22.39,43.8,34.2,127.5,1.136
Chickpea,21.75,285.9,17.2,57.1,0.558
Banana,6.78,313.8,22.0,62.2,23.65
Sugarcane,8.84,55.9,28.9,40.7,27.666
Rice,12.22,164.8,21.6,210.5,2.222
Wheat,23.25,387.8,37.9,178.2,0.762
Banana,4.91,249.0,28.1,158.6,25.484
Millets,16.97,252.5,22.5,32.6,0.611
Cotton,20.86,75.6,34.5,31.2,0.8
Banana,10.34,150.0,26.0,156.6,27.633
Groundnut,14.71,156.3,41.1,150.4,1.159
Soybean,6.78,50.0,36.5,153.6,1.196
Groundnut,17.14,34.4,24.7,72.9,1.127
Wheat,14.37,261.5,18.3,109.2,1.102
Tomato,13.02,132.1,18.5,206.9,12.599
Cotton,15.85,239.1,33.6,133.8,0.693
Potato,1.12,48.0,28.6,87.9,9.428
Potato,16.41,344.2,17.4,64.3,6.047
Cotton,24.92,27.6,16.7,84.7,0.569
Banana,1.06,215.6,17.9,139.0,21.808
Tomato,5.34,335.4,39.0,79.5,5.682
Millets,19.14,223.6,29.4,172.4,0.801
Tomato,13.68,127.5,37.1,97.2,11.276
Soybean,13.75,188.1,26.6,22.0,1.058
Potato,2.48,395.1,41.1,194.1,3.99
Onion,15.62,82.9,40.2,144.6,9.298
Rice,24.86,376.6,15.2,216.2,1.767
Mustard,18.86,100.9,23.5,138.7,0.634
Onion,17.74,69.8,24.2,157.8,10.534
Millets,13.75,371.5,40.9,151.6,0.637
Tomato,13.5,188.9,35.4,73.5,7.932
Soybean,8.65,329.4,20.3,88.5,0.851
Groundnut,13.69,136.3,30.8,177.4,1.192
Chickpea,9.88,267.1,38.1,184.9,0.492
Chickpea,10.37,328.3,23.3,22.4,0.501
Banana,19.14,339.4,38.9,154.5,20.403
Potato,0.88,63.2,16.2,57.0,10.138
Groundnut,16.01,67.3,31.7,160.6,1.336
Onion,6.47,280.9,15.6,128.0,5.018
Potato,4.97,221.5,14.1,155.7,10.179
Rice,5.19,228.1,36.5,80.7,2.264
Mustard,2.31,91.6,26.0,193.8,0.913
Cotton,17.75,340.1,28.0,210.2,0.556
Rice,6.23,309.2,38.3,105.3,2.105
Tomato,9.44,305.8,40.5,88.1,6.205
Chickpea,20.87,138.1,36.7,25.5,0.523
Rice,8.09,140.0,41.9,52.5,1.622
Banana,19.67,390.2,17.0,150.4,18.709
Banana,21.81,302.3,35.4,85.0,19.847
Mustard,5.33,31.9,21.3,189.9,1.082
Banana,6.8,366.1,13.3,177.4,17.987
Millets,6.96,185.1,22.6,31.2,0.688
Chickpea,5.29,398.5,29.2,25.7,0.449
Potato,5.05,132.9,19.7,128.2,11.875
Soybean,1.67,330.8,20.6,67.0,0.917
Sugarcane,15.57,53.3,25.8,166.5,29.328
Mustard,1.49,286.8,27.0,36.0,0.488
Banana,11.39,331.5,17.3,129.7,23.638
Wheat,22.39,265.7,22.8,107.6,1.185
Sugarcane,18.76,291.3,41.5,33.7,18.349
Millets,24.06,343.9,18.1,92.7,0.507
Onion,15.62,240.9,39.1,22.1,3.995
Tomato,12.37,30.3,39.4,204.9,11.103
Maize,7.32,128.9,21.8,49.6,2.372
Mustard,13.6,121.2,35.2,138.1,0.611
Sugarcane,14.11,258.7,13.0,138.6,25.338
Banana,18.83,36.6,23.6,14.4,17.267
Rice,3.91,302.4,38.5,170.6,2.423
Soybean,21.25,395.9,22.9,76.7,0.638
Chickpea,23.3,127.3,30.5,53.9,0.73
Banana,0.67,284.1,28.3,62.9,24.752
Soybean,13.35,51.6,24.4,35.0,1.068
Groundnut,14.67,112.8,40.3,66.6,1.094
Potato,20.19,303.6,13.8,115.3,6.417
Millets,16.68,235.7,39.6,123.1,0.688
Soybean,19.76,77.0,35.3,173.2,1.197
Banana,9.6,129.8,31.5,160.5,27.109
Chickpea,7.58,301.7,41.4,63.9,0.383
Cotton,22.4,120.6,24.5,218.3,0.809
Cotton,23.83,340.6,41.2,88.7,0.453
Sugarcane,9.85,188.0,32.1,91.2,31.515
Onion,3.13,394.6,36.8,106.1,5.008
Chickpea,24.94,216.3,33.7,18.7,0.33
Cotton,20.12,205.3,31.3,131.1,0.7
Maize,23.83,137.9,18.9,196.7,2.279
Potato,4.34,155.7,38.4,146.0,8.67
Wheat,13.61,256.7,36.2,124.0,0.916
Mustard,6.86,386.5,18.3,114.0,0.655
Millets,22.38,206.0,38.5,181.5,0.604
Potato,22.96,233.6,37.6,151.8,6.288
Rice,12.34,298.7,39.6,156.0,1.944
Sugarcane,20.17,221.3,13.8,142.0,27.411
Sugarcane,24.78,266.9,15.9,218.1,25.625
Banana,15.16,155.1,24.2,143.7,28.316
Tomato,23.69,396.6,15.5,41.3,6.322
Mustard,2.89,284.9,40.7,126.6,0.381
Millets,2.11,289.7,24.0,111.3,0.659
Soybean,22.68,248.8,26.3,86.6,1.053
Banana,23.52,205.9,15.2,174.4,20.999
Groundnut,17.33,398.8,15.4,178.8,0.595
Sugarcane,16.9,88.7,18.5,122.3,26.841
Mustard,2.65,317.1,20.2,162.1,0.621
Potato,20.09,25.1,17.1,74.3,8.783
Wheat,18.64,109.4,41.9,63.1,1.231
Rice,17.24,125.1,28.2,169.9,2.036
Sugarcane,5.64,123.1,23.8,164.3,31.229
Sugarcane,22.06,285.4,30.4,114.5,27.526
Groundnut,4.79,122.6,39.0,182.5,1.308
Cotton,5.99,326.8,29.6,15.7,0.469
Potato,7.4,302.7,38.6,142.4,4.549
Onion,1.7,234.7,34.6,101.8,5.78
Tomato,17.03,330.3,36.5,154.7,7.364
Chickpea,13.68,188.4,21.9,27.4,0.491
Groundnut,12.91,399.2,35.3,195.3,0.806
Cotton,1.09,21.0,27.1,25.9,0.749
Groundnut,17.99,382.2,15.6,23.5,0.57
Maize,16.12,160.3,20.4,25.3,2.03
Tomato,15.89,332.9,41.1,70.9,5.809
Rice,12.92,121.7,14.9,98.3,1.597
Millets,11.82,313.8,18.4,163.7,0.597
Millets,10.75,312.4,23.0,22.7,0.58
Millets,1.53,175.1,32.9,84.4,0.815
Cotton,5.72,239.9,15.2,26.0,0.417
Rice,16.66,342.5,38.0,138.2,1.94
Sugarcane,6.98,131.4,25.6,138.4,30.687
Tomato,3.64,62.9,41.7,69.5,8.717
Onion,7.59,44.6,27.2,43.4,8.683
Chickpea,11.3,168.1,15.3,137.1,0.748
Groundnut,16.17,172.1,37.6,114.5,1.042
Groundnut,18.27,232.4,17.1,23.3,0.589
Rice,9.7,49.0,32.9,64.0,1.783
Groundnut,10.85,367.0,37.8,72.8,0.672
Wheat,21.72,301.0,18.1,197.6,1.258
Potato,22.37,272.2,38.3,84.8,4.99
Cotton,12.82,120.2,28.1,112.0,0.817
Sugarcane,3.06,355.3,28.1,106.1,32.605
Banana,11.6,135.1,16.7,151.3,20.039
Potato,7.42,377.5,31.4,119.9,5.342
Chickpea,8.69,299.8,22.5,56.8,0.508
Millets,20.23,99.1,14.1,34.0,0.719
Banana,15.44,272.9,15.4,100.0,19.833
Potato,18.38,246.2,33.9,153.7,7.024
Sugarcane,16.99,324.0,27.3,52.2,27.76
Sugarcane,20.06,241.7,12.8,52.6,22.479
Groundnut,10.35,285.0,17.3,81.4,0.652
Soybean,23.17,165.0,22.0,208.9,1.387
Millets,17.9,256.2,33.9,156.1,0.773
Rice,16.43,376.0,40.2,91.7,1.899
Onion,10.13,114.6,18.2,26.2,7.164
Wheat,8.45,369.4,15.2,32.2,0.979
Millets,13.96,396.9,18.1,73.4,0.619
Soybean,8.95,180.6,34.1,79.7,1.156
Chickpea,20.12,41.6,34.5,207.7,0.958
Soybean,15.58,277.0,25.9,205.8,1.118
Wheat,3.4,23.9,36.7,19.8,1.071
Banana,1.79,64.6,38.1,61.1,19.856
Millets,14.72,292.3,17.5,192.2,0.599
Maize,3.15,288.7,26.2,99.6,2.098
Wheat,17.95,63.4,23.2,158.9,1.603
Tomato,16.08,44.4,20.0,21.2,10.279
Maize,10.74,358.7,13.2,153.6,1.269
Wheat,24.19,389.6,36.9,46.3,0.712
Tomato,23.95,151.6,22.5,105.1,10.466
Cotton,4.37,128.9,31.4,9.3,0.69
Sugarcane,14.16,60.3,33.7,63.1,25.823
Millets,12.84,90.1,26.2,125.7,1.039
Banana,19.35,123.2,37.2,96.3,23.711
Banana,5.65,186.7,34.2,213.7,30.725
Rice,23.45,137.1,41.5,9.8,1.4
Potato,9.09,390.0,39.7,72.9,4.193
Onion,4.8,32.4,32.4,31.0,8.633
Sugarcane,21.74,131.9,32.9,128.9,30.205
Maize,19.12,63.5,33.3,39.5,2.03
Onion,4.71,120.6,12.3,148.9,8.804
Millets,1.01,216.5,37.4,173.2,0.738
Tomato,7.43,218.0,27.3,166.7,11.015
Rice,18.06,203.0,29.7,0.8,1.803
Tomato,18.42,316.9,42.0,101.8,5.106
Wheat,3.9,364.9,17.9,79.9,1.215
Mustard,7.88,161.5,34.3,131.4,0.541
Mustard,1.74,102.9,20.3,218.9,0.856
Banana,5.22,200.1,12.0,176.8,23.925
Soybean,12.51,341.1,12.1,96.2,0.677
Cotton,10.84,278.0,36.1,207.2,0.609
Soybean,17.39,338.2,24.0,123.4,0.868
Rice,15.73,226.3,21.3,218.9,2.132
Wheat,23.79,262.3,13.8,39.8,0.95
Millets,1.65,227.9,42.0,83.5,0.603
Maize,19.46,247.5,20.1,120.5,2.041
Chickpea,3.13,249.9,16.5,169.2,0.737
Rice,2.61,381.7,37.2,140.6,1.879
Groundnut,0.82,255.9,19.3,208.5,0.852
Tomato,17.76,76.6,26.2,23.0,10.337
Soybean,16.0,170.3,16.8,145.1,1.152
Chickpea,20.31,276.6,35.2,214.2,0.458
Maize,16.0,242.6,31.0,207.2,2.202
