crop,soil_type,nitrogen,phosphorus,potassium,fertilizer
Tomato,Alluvial,117.0,127.4,52.2,MOP
Onion,Black,132.2,1.6,79.8,DAP
Cotton,Alluvial,30.3,12.2,118.5,Urea
Banana,Desert,14.7,128.8,88.6,Urea
Cotton,Laterite,118.1,63.3,22.4,MOP
Banana,Loamy,6.6,125.9,46.9,Urea
Tomato,Black,127.7,23.9,51.6,NPK 10-26-26
Chickpea,Alluvial,61.6,55.8,130.9,Organic Compost
Millets,Desert,24.6,90.2,65.4,Urea
Maize,Laterite,131.6,104.6,78.2,Organic Compost
Tomato,Red,139.5,92.3,38.7,MOP
Cotton,Alluvial,51.9,32.1,125.4,Urea
Cotton,Laterite,57.1,120.2,27.4,MOP
Rice,Clay,119.9,34.0,27.3,NPK 10-26-26
Cotton,Black,87.1,98.2,87.1,Organic Compost
Banana,Clay,130.2,98.8,58.7,Organic Compost
Mustard,Laterite,16.3,25.6,48.7,Urea
Chickpea,Clay,2.0,56.8,122.9,Urea
Cotton,Loamy,130.7,10.0,49.0,Urea
Tomato,Black,132.6,96.8,84.3,Organic Compost
Soybean,Loamy,109.7,102.2,94.3,Organic Compost
Wheat,Red,114.0,88.9,108.0,Organic Compost
Wheat,Clay,134.0,15.3,0.6,NPK 10-26-26
Chickpea,Alluvial,77.5,39.2,96.3,DAP
Sugarcane,Loamy,58.8,138.0,108.0,Urea
Onion,Loamy,96.2,9.9,32.9,DAP
Millets,Sandy,2.9,62.9,90.8,Urea
Cotton,Red,121.5,126.2,120.2,Organic Compost
Millets,Red,10.5,68.4,129.4,Urea
Millets,Black,109.2,82.9,56.6,Organic Compost
Groundnut,Loamy,128.8,51.5,62.2,Organic Compost
Maize,Red,25.2,4.6,35.8,NPK 20-20-20
Soybean,Black,15.3,63.2,20.7,Urea
Onion,Desert,66.6,112.3,23.9,MOP
Cotton,Alluvial,57.7,115.7,125.0,Urea
Millets,Red,102.7,89.4,65.9,Organic Compost
Maize,Laterite,47.5,72.7,8.0,MOP
Sugarcane,Laterite,58.9,45.4,87.0,Urea
Tomato,Alluvial,52.4,10.7,53.1,NPK 20-20-20
Tomato,Laterite,47.8,39.4,53.4,NPK 20-20-20
Wheat,Desert,77.7,89.1,25.6,MOP
Cotton,Loamy,58.0,99.8,42.6,MOP
Wheat,Black,116.6,135.3,68.8,Organic Compost
Tomato,Alluvial,86.9,49.9,51.0,MOP
Rice,Loamy,86.2,39.0,53.8,DAP
Groundnut,Sandy,14.3,59.3,137.0,Urea
Millets,Loamy,34.6,81.7,68.4,Urea
Millets,Desert,45.8,55.9,71.9,Urea
Soybean,Clay,28.8,100.3,122.4,Urea
Rice,Black,75.4,117.4,27.4,MOP
Millets,Sandy,89.0,14.9,38.8,NPK 10-26-26
Groundnut,Black,46.7,58.1,1.9,MOP
Cotton,Desert,57.2,38.4,35.4,NPK 20-20-20
Potato,Laterite,120.7,89.5,55.8,MOP
Potato,Loamy,35.5,59.2,39.9,Urea
Mustard,Loamy,118.6,35.2,126.7,DAP
Groundnut,Sandy,85.6,116.1,92.8,NPK 20-20-20
Soybean,Sandy,63.2,116.0,121.7,Organic Compost
Millets,Red,52.8,3.6,97.2,DAP
Banana,Clay,24.3,86.1,103.4,Urea
Groundnut,Loamy,51.6,76.9,27.1,MOP
Cotton,Black,68.1,120.3,74.1,Organic Compost
Wheat,Laterite,62.4,99.8,124.4,Organic Compost
Sugarcane,Clay,20.5,117.8,77.6,Urea
Sugarcane,Alluvial,17.7,14.7,128.8,Urea
Groundnut,Sandy,123.4,139.8,123.8,Organic Compost
Sugarcane,Red,27.6,122.9,50.2,Organic Compost
Wheat,Alluvial,26.3,109.1,125.5,Urea
Maize,Clay,105.8,7.3,102.4,Organic Compost
Sugarcane,Desert,127.3,14.7,48.8,DAP
Chickpea,Red,128.2,65.6,117.7,Organic Compost
Onion,Loamy,81.1,43.9,98.5,Organic Compost
Maize,Black,132.4,127.2,63.2,Organic Compost
Sugarcane,Clay,12.4,84.9,35.5,Urea
Millets,Loamy,110.4,28.1,63.8,DAP
Wheat,Alluvial,129.9,30.4,70.1,DAP
Rice,Alluvial,85.2,72.2,82.0,Organic Compost
Wheat,Clay,41.8,25.7,131.5,Urea
Soybean,Clay,7.4,105.2,73.9,Urea
Sugarcane,Red,130.7,123.3,78.5,Organic Compost
Banana,Red,52.8,85.7,31.7,Urea
Maize,Black,102.4,12.8,121.4,DAP
Potato,Laterite,131.6,23.5,123.8,DAP
Potato,Clay,55.0,17.8,2.0,NPK 20-20-20
Millets,Red,42.8,138.2,61.9,Urea
Wheat,Loamy,38.0,74.3,22.0,MOP
Onion,Laterite,108.2,51.1,44.6,MOP
Wheat,Black,77.5,132.2,29.6,MOP
Mustard,Laterite,79.8,43.1,113.6,Organic Compost
Millets,Loamy,102.4,9.7,7.1,NPK 10-26-26
Maize,Clay,65.8,103.7,79.6,Urea
Soybean,Red,44.2,135.3,59.9,Urea
Rice,Alluvial,57.6,67.0,31.3,Urea
Millets,Red,85.4,106.0,91.3,Organic Compost
Maize,Alluvial,117.9,126.6,19.0,MOP
Wheat,Clay,117.0,127.3,97.8,Organic Compost
Tomato,Desert,120.3,49.2,69.2,Organic Compost
Onion,Desert,121.8,12.4,106.7,DAP
Cotton,Sandy,81.5,0.5,94.6,DAP
Cotton,Red,136.5,58.3,4.2,MOP
Onion,Red,20.8,123.1,32.6,Urea
Sugarcane,Red,99.7,90.8,71.3,Organic Compost
Sugarcane,Loamy,3.1,112.1,124.5,Urea
Sugarcane,Sandy,66.1,81.7,96.8,NPK 20-20-20
Potato,Laterite,31.5,51.0,104.9,Urea
Maize,Sandy,136.1,129.3,115.9,Organic Compost
Cotton,Laterite,102.4,93.4,137.6,Organic Compost
Rice,Laterite,117.2,104.9,17.5,MOP
Wheat,Loamy,88.4,131.8,84.3,Organic Compost
Cotton,Red,8.0,52.5,74.6,Urea
Maize,Sandy,61.9,64.7,139.5,Urea
Wheat,Black,87.5,98.2,55.3,NPK 10-26-26
Chickpea,Sandy,7.8,48.3,19.0,Urea
Maize,Desert,6.6,70.0,69.6,NPK 20-20-20
Millets,Sandy,12.6,130.5,89.5,Urea
Mustard,Desert,56.1,36.4,53.8,Urea
Tomato,Sandy,92.7,129.0,133.9,Organic Compost
Wheat,Desert,14.9,134.0,36.3,Urea
Chickpea,Laterite,25.4,115.9,17.5,Urea
Potato,Desert,89.0,85.0,139.3,Organic Compost
Cotton,Red,25.8,30.2,87.8,Urea
Wheat,Alluvial,103.3,56.3,75.1,Organic Compost
Tomato,Black,58.7,116.8,73.7,Urea
Onion,Red,52.0,61.1,89.0,Urea
Soybean,Red,7.7,126.1,129.6,Urea
Mustard,Laterite,80.1,9.0,32.2,NPK 10-26-26
Wheat,Red,27.2,130.6,25.4,Urea
Potato,Alluvial,130.1,123.0,4.6,MOP
Maize,Sandy,10.5,10.6,116.1,Urea
Wheat,Loamy,4.3,126.1,137.5,Urea
Chickpea,Alluvial,95.0,135.3,67.7,Organic Compost
Tomato,Loamy,89.5,66.1,11.1,MOP
Soybean,Laterite,67.0,73.3,68.8,Organic Compost
Banana,Sandy,60.7,62.7,139.7,Urea
Wheat,Red,69.4,118.6,64.6,Organic Compost
Cotton,Black,41.6,76.8,96.6,Urea
Chickpea,Desert,5.4,92.2,135.8,Urea
Potato,Desert,76.8,98.6,43.4,MOP
Mustard,Red,22.3,6.4,75.8,Urea
Sugarcane,Black,24.1,91.2,23.1,Urea
Tomato,Black,59.1,51.4,51.5,MOP
Sugarcane,Sandy,73.8,56.1,41.1,MOP
Millets,Clay,108.2,84.9,57.7,Organic Compost
Groundnut,Laterite,96.5,57.5,17.0,MOP
Rice,Red,20.7,119.9,43.5,Urea
Tomato,Alluvial,30.8,1.0,62.4,DAP
Tomato,Sandy,64.1,93.2,118.4,Organic Compost
Groundnut,Black,8.8,67.2,52.7,Urea
Mustard,Loamy,19.4,41.1,38.3,Urea
Wheat,Alluvial,31.0,86.7,52.6,Urea
Groundnut,Laterite,78.4,85.0,112.0,Organic Compost
Sugarcane,Sandy,66.7,118.8,102.2,Urea
Chickpea,Sandy,49.7,133.6,39.9,Urea
Millets,Red,8.9,100.2,14.7,Urea
Chickpea,Alluvial,134.5,136.2,68.5,Organic Compost
Cotton,Desert,58.5,137.8,110.7,Urea
Maize,Black,106.8,135.3,138.3,Organic Compost
Sugarcane,Sandy,135.0,75.8,5.4,MOP
Maize,Black,116.9,131.8,132.2,Organic Compost
Potato,Desert,20.9,13.3,4.2,NPK 20-20-20
Millets,Alluvial,117.6,131.5,76.7,Organic Compost
Banana,Alluvial,107.3,105.4,61.0,Organic Compost
Cotton,Clay,123.9,82.2,56.7,Organic Compost
Sugarcane,Laterite,45.9,107.9,49.7,Urea
Soybean,Laterite,60.2,45.1,2.2,MOP
Onion,Sandy,119.2,86.5,28.1,MOP
Chickpea,Alluvial,103.6,76.7,89.1,Organic Compost
Soybean,Laterite,123.5,63.5,92.6,Organic Compost
Sugarcane,Desert,102.9,49.1,122.6,Organic Compost
Sugarcane,Black,53.2,126.4,132.2,Urea
Tomato,Laterite,127.0,14.2,41.7,NPK 10-26-26
Chickpea,Desert,133.2,53.2,73.8,Organic Compost
Groundnut,Alluvial,128.5,97.2,132.4,Organic Compost
Groundnut,Clay,99.1,18.4,57.8,DAP
Millets,Laterite,130.1,134.4,2.0,MOP
Sugarcane,Clay,118.7,85.6,79.2,Organic Compost
Sugarcane,Alluvial,38.6,17.3,85.1,Urea
Millets,Alluvial,124.9,125.5,30.7,MOP
Tomato,Desert,14.2,91.2,38.1,Urea
Banana,Clay,52.3,94.7,77.8,Urea
Sugarcane,Loamy,124.0,138.4,97.2,DAP
Sugarcane,Sandy,90.0,57.7,31.9,MOP
Wheat,Alluvial,89.5,47.2,72.5,Organic Compost
Tomato,Loamy,83.2,72.7,21.7,Organic Compost
Potato,Red,57.4,60.2,15.9,MOP
Soybean,Red,71.9,85.4,18.1,MOP
Tomato,Laterite,85.8,65.2,65.6,Organic Compost
Soybean,Clay,10.5,14.1,139.3,Urea
Wheat,Black,62.7,11.9,114.9,DAP
Tomato,Alluvial,117.7,36.0,118.2,DAP
Sugarcane,Red,94.4,49.3,91.4,Organic Compost
Mustard,Laterite,120.7,137.7,96.6,Organic Compost
Onion,Sandy,136.3,127.4,5.8,MOP
Sugarcane,Laterite,114.2,17.7,73.9,DAP
Chickpea,Desert,138.9,75.5,57.9,Organic Compost
Soybean,Desert,40.3,39.0,130.7,Urea
Wheat,Loamy,44.7,65.5,80.0,Urea
Potato,Black,18.3,127.1,89.7,Urea
Sugarcane,Black,57.6,102.6,24.7,MOP
Millets,Desert,133.8,101.8,31.8,MOP
Wheat,Alluvial,5.6,16.0,94.2,Urea
Mustard,Desert,80.4,2.5,52.8,NPK 10-26-26
Banana,Desert,30.1,96.6,94.3,Urea
Onion,Red,25.8,74.3,97.2,Urea
Onion,Alluvial,105.4,15.7,73.5,DAP
Soybean,Black,135.0,89.3,31.3,MOP
Wheat,Clay,117.8,12.7,36.0,NPK 10-26-26
Banana,Laterite,48.0,59.4,70.7,Urea
Maize,Laterite,9.8,0.8,136.5,Urea
Maize,Alluvial,124.6,136.6,118.2,Organic Compost
Onion,Sandy,97.6,108.0,15.8,MOP
Maize,Red,91.6,48.1,71.2,Organic Compost
Rice,Clay,128.9,97.1,21.9,MOP
Millets,Black,7.4,61.2,95.8,Urea
Soybean,Red,11.2,86.5,99.2,Urea
Wheat,Laterite,118.7,58.7,61.8,Organic Compost
Rice,Sandy,108.8,5.7,119.2,DAP
Potato,Desert,75.1,66.6,27.4,MOP
Chickpea,Laterite,125.2,124.2,68.1,Organic Compost
Tomato,Clay,132.8,50.6,29.7,MOP
Tomato,Loamy,65.3,57.6,11.9,MOP
Cotton,Red,77.2,72.3,76.0,Organic Compost
Mustard,Alluvial,64.8,27.1,124.8,DAP
Wheat,Red,76.2,88.0,11.5,MOP
Maize,Black,54.1,50.0,79.7,Urea
Tomato,Clay,73.8,21.8,97.4,DAP
Groundnut,Loamy,62.1,58.3,98.2,Organic Compost
Cotton,Clay,104.1,66.7,30.0,NPK 10-26-26
Maize,Loamy,16.5,93.7,45.7,DAP
Tomato,Laterite,109.8,47.6,126.3,Organic Compost
Groundnut,Desert,93.5,112.9,54.5,Organic Compost
Potato,Black,28.7,132.1,76.8,Urea
Cotton,Black,64.6,118.4,125.4,Organic Compost
Chickpea,Alluvial,17.0,94.0,74.6,Urea
Soybean,Loamy,13.4,36.1,46.4,Urea
Mustard,Loamy,132.6,20.4,131.4,DAP
Cotton,Red,4.8,41.5,28.0,Urea
Mustard,Loamy,109.3,104.3,116.1,Organic Compost
Wheat,Desert,2.6,138.3,57.4,Urea
Banana,Loamy,1.2,25.4,62.4,Urea
Potato,Clay,20.7,36.8,85.0,Urea
Sugarcane,Red,53.7,98.2,27.8,Urea
Groundnut,Alluvial,73.7,35.0,78.6,DAP
Sugarcane,Red,25.7,0.2,137.4,Urea
Rice,Clay,120.1,139.3,120.3,Organic Compost
Mustard,Loamy,134.8,88.7,107.7,Organic Compost
Banana,Loamy,96.9,82.4,47.4,Organic Compost
Maize,Sandy,137.4,128.3,29.4,MOP
Wheat,Alluvial,82.5,130.2,134.3,Organic Compost
Soybean,Sandy,54.6,101.3,34.4,MOP
Mustard,Sandy,93.1,61.2,6.1,MOP
Rice,Sandy,30.0,88.9,79.9,Urea
Wheat,Red,105.4,95.6,83.8,Organic Compost
Mustard,Red,36.4,41.7,103.7,Urea
Sugarcane,Loamy,5.6,53.6,21.7,Urea
Millets,Black,86.8,83.7,11.1,MOP
Groundnut,Alluvial,85.0,39.3,101.4,DAP
Mustard,Black,16.4,127.4,124.2,Urea
Banana,Laterite,36.9,32.9,89.8,Urea
Onion,Loamy,92.4,133.3,4.8,Urea
Mustard,Alluvial,0.2,130.0,66.4,Urea
Millets,Laterite,139.6,67.2,131.5,Organic Compost
Maize,Desert,69.3,123.0,46.7,Urea
Maize,Loamy,68.2,70.2,23.8,MOP
Sugarcane,Laterite,21.2,98.6,101.8,Urea
Sugarcane,Red,81.8,115.0,43.5,MOP
Rice,Sandy,30.7,125.4,110.7,Urea
Potato,Red,23.2,81.9,26.6,Urea
Wheat,Laterite,64.8,45.1,39.9,MOP
Wheat,Sandy,42.8,97.2,104.0,Urea
Sugarcane,Desert,133.6,20.6,44.9,NPK 10-26-26
Chickpea,Clay,9.9,134.7,119.9,Urea
Groundnut,Black,70.1,61.7,50.4,Organic Compost
Cotton,Black,121.9,74.3,84.1,Organic Compost
Rice,Desert,131.1,94.0,44.9,MOP
Potato,Loamy,116.6,135.4,9.5,MOP
Groundnut,Laterite,51.7,93.5,76.6,Urea
Cotton,Black,55.9,75.8,114.4,Urea
Tomato,Clay,72.7,33.8,101.7,DAP
Millets,Red,27.8,3.1,93.3,DAP
Tomato,Black,27.9,92.7,61.0,Urea
Potato,Loamy,7.4,2.3,36.5,NPK 20-20-20
Cotton,Alluvial,16.1,23.5,101.4,Urea
Groundnut,Black,91.9,32.7,123.2,DAP
Sugarcane,Black,61.5,21.6,27.8,NPK 20-20-20
Groundnut,Sandy,16.4,39.8,120.2,Urea
Onion,Black,74.7,4.7,112.6,DAP
Wheat,Black,113.1,118.0,102.9,Organic Compost
Cotton,Loamy,135.7,66.9,132.9,Organic Compost
Groundnut,Clay,26.9,129.7,119.5,Urea
Mustard,Desert,110.4,80.7,90.8,Organic Compost
Onion,Sandy,82.9,83.7,123.2,NPK 20-20-20
Onion,Loamy,117.4,28.8,73.5,DAP
Chickpea,Alluvial,106.9,87.3,77.7,Organic Compost
Tomato,Desert,125.9,101.0,3.2,MOP
Potato,Sandy,70.6,82.8,127.6,Organic Compost
Onion,Black,71.5,87.1,119.3,Organic Compost
Wheat,Loamy,83.6,65.5,36.1,MOP
Wheat,Loamy,7.7,8.2,28.2,NPK 20-20-20
Cotton,Alluvial,11.3,78.6,57.2,Urea
Soybean,Alluvial,138.9,58.4,51.4,Organic Compost
Millets,Loamy,109.0,84.2,27.9,MOP
Soybean,Alluvial,77.5,99.4,99.4,Organic Compost
Banana,Loamy,83.5,15.8,83.6,DAP
Cotton,Laterite,104.1,25.4,109.9,DAP
Banana,Red,46.9,73.2,82.0,Urea
Onion,Alluvial,34.2,122.5,134.4,Urea
Chickpea,Sandy,30.3,121.1,22.9,Urea
Cotton,Black,44.3,108.8,63.4,Urea
Mustard,Red,63.5,7.7,88.8,DAP
Banana,Laterite,50.4,95.0,40.8,Urea
Potato,Alluvial,85.9,113.5,13.7,DAP
Maize,Clay,45.2,45.3,79.1,Urea
Maize,Alluvial,106.5,24.7,115.6,DAP
Rice,Black,106.1,92.5,137.5,Organic Compost
Potato,Laterite,86.8,92.7,104.4,Organic Compost
Tomato,Clay,40.2,134.9,43.5,NPK 20-20-20
Maize,Red,110.6,61.5,126.7,Organic Compost
Banana,Alluvial,18.1,61.9,72.0,Urea
Sugarcane,Clay,54.7,32.6,80.4,Urea
Wheat,Sandy,1.9,90.3,108.2,Urea
Maize,Clay,134.6,107.5,46.7,Organic Compost
Potato,Alluvial,73.1,96.9,60.1,Organic Compost
Chickpea,Alluvial,59.1,9.1,98.8,DAP
Maize,Laterite,124.1,26.1,0.3,NPK 10-26-26
Soybean,Desert,7.7,41.5,33.5,Urea
Groundnut,Desert,42.7,68.5,37.2,Urea
Mustard,Alluvial,59.3,101.8,44.1,MOP
Onion,Red,79.0,48.9,56.2,MOP
Groundnut,Black,125.2,80.6,88.1,Organic Compost
Banana,Black,103.3,15.6,125.2,DAP
Soybean,Alluvial,38.4,113.6,37.6,Urea
Sugarcane,Clay,91.9,82.8,139.7,Organic Compost
Cotton,Desert,27.8,64.9,117.2,Urea
Cotton,Alluvial,1.8,112.7,96.8,Urea
Millets,Laterite,95.3,6.9,55.2,DAP
Chickpea,Sandy,109.5,43.2,49.4,Organic Compost
Wheat,Sandy,87.4,127.9,13.1,MOP
Wheat,Desert,72.5,102.3,129.7,Organic Compost
Rice,Desert,4.1,45.5,71.7,Urea
Maize,Desert,109.4,67.3,121.5,Organic Compost
Sugarcane,Black,56.2,48.5,29.0,Urea
Banana,Alluvial,134.7,84.8,57.7,Organic Compost
Potato,Laterite,29.5,13.1,13.1,NPK 20-20-20
Tomato,Clay,131.6,69.5,96.8,Organic Compost
Soybean,Sandy,22.8,30.3,21.0,NPK 20-20-20
Banana,Loamy,91.1,50.8,135.0,Organic Compost
Maize,Sandy,96.4,5.5,11.7,NPK 10-26-26
Onion,Desert,13.2,58.8,111.1,Urea
Banana,Laterite,130.9,8.0,86.3,DAP
Millets,Laterite,125.7,10.3,131.2,DAP
Groundnut,Clay,49.9,35.1,60.6,Urea
Tomato,Loamy,8.8,92.9,2.9,MOP
Rice,Laterite,24.5,46.5,4.4,Urea
Tomato,Laterite,17.7,66.1,17.8,Urea
Sugarcane,Alluvial,91.5,53.6,130.4,Organic Compost
Onion,Alluvial,61.1,8.4,57.8,NPK 10-26-26
Potato,Clay,133.2,15.7,137.1,DAP
Millets,Laterite,126.5,45.5,55.9,Organic Compost
Tomato,Sandy,99.3,113.4,123.9,Organic Compost
Wheat,Sandy,12.0,120.5,67.5,Urea
Tomato,Laterite,70.8,71.2,65.1,Organic Compost
Mustard,Alluvial,112.7,4.2,48.7,DAP
Onion,Desert,105.2,73.2,0.3,MOP
Wheat,Sandy,101.8,25.2,0.2,NPK 10-26-26
Cotton,Clay,104.7,84.5,2.1,MOP
Groundnut,Black,111.5,35.9,100.7,DAP
Groundnut,Clay,56.8,1.8,26.3,NPK 20-20-20
Potato,Laterite,80.9,73.6,10.8,MOP
Potato,Alluvial,17.6,128.9,10.2,MOP
Potato,Laterite,120.9,115.8,46.6,MOP
Cotton,Loamy,85.1,0.8,108.8,DAP
Millets,Desert,116.5,135.5,8.7,MOP
Sugarcane,Sandy,125.7,121.5,126.2,Organic Compost
Sugarcane,Desert,77.2,23.4,15.8,NPK 10-26-26
Rice,Laterite,94.0,109.9,8.8,MOP
Tomato,Sandy,43.8,85.4,111.9,Urea
Groundnut,Loamy,79.7,86.8,123.1,Organic Compost
Mustard,Loamy,47.0,71.4,117.1,Urea
Potato,Laterite,110.6,97.9,107.4,Organic Compost
Onion,Red,77.8,76.9,83.6,Organic Compost
Soybean,Alluvial,115.9,116.3,111.1,Organic Compost
Mustard,Loamy,119.8,39.2,101.5,DAP
Sugarcane,Laterite,44.6,98.6,119.7,NPK 10-26-26
Tomato,Alluvial,129.6,33.5,102.3,DAP
Wheat,Sandy,4.5,103.0,134.6,Urea
Potato,Sandy,38.7,139.6,29.2,MOP
Maize,Black,133.7,80.0,34.6,MOP
Wheat,Clay,8.8,90.1,85.4,Urea
Cotton,Sandy,117.1,5.3,60.2,DAP
Soybean,Laterite,78.5,83.1,129.5,Organic Compost
Millets,Red,97.9,99.8,134.0,Organic Compost
Sugarcane,Loamy,57.0,48.6,86.4,Urea
Cotton,Alluvial,108.9,12.2,45.9,DAP
Mustard,Loamy,93.3,139.2,56.2,Organic Compost
Potato,Black,71.4,53.7,127.8,Organic Compost
Chickpea,Laterite,120.7,111.5,99.9,Organic Compost
Onion,Black,79.4,16.2,75.2,DAP
Potato,Loamy,9.6,4.4,120.5,Urea
Maize,Loamy,108.8,35.4,103.2,DAP
Onion,Sandy,9.0,38.8,35.9,NPK 20-20-20
Wheat,Loamy,118.0,81.5,113.0,Organic Compost
Soybean,Laterite,92.1,40.1,128.6,Organic Compost
Chickpea,Alluvial,128.4,25.5,95.4,DAP
Chickpea,Black,15.8,105.9,61.9,Urea
Millets,Clay,35.5,13.6,134.1,DAP
Maize,Sandy,46.6,139.4,31.2,Urea
Sugarcane,Red,103.5,33.2,43.8,NPK 10-26-26
Millets,Sandy,20.9,91.6,53.3,Urea
Banana,Alluvial,136.4,97.0,14.0,MOP
Groundnut,Alluvial,75.8,98.0,7.9,MOP
Potato,Red,32.9,18.2,20.4,NPK 20-20-20
Cotton,Laterite,111.8,31.8,44.5,NPK 10-26-26
Groundnut,Laterite,13.7,6.3,139.4,Urea
Rice,Alluvial,108.2,50.6,111.5,Organic Compost
Cotton,Alluvial,135.0,23.2,41.6,NPK 10-26-26
Tomato,Sandy,23.8,19.2,40.1,NPK 20-20-20
Wheat,Red,24.0,135.9,111.7,Urea
Chickpea,Alluvial,10.6,75.0,86.0,Urea
Sugarcane,Alluvial,118.1,68.6,51.5,Organic Compost
Banana,Alluvial,30.1,139.8,77.4,Urea
Millets,Red,25.9,129.5,112.9,Urea
Mustard,Desert,52.2,121.1,65.5,Urea
Groundnut,Desert,64.8,24.9,26.9,NPK 10-26-26
Millets,Black,54.4,70.9,12.2,MOP
Millets,Alluvial,19.4,1.2,138.1,Urea
Maize,Black,16.6,51.9,136.6,Urea
Wheat,Red,51.0,16.4,72.4,DAP
Chickpea,Sandy,26.9,19.2,81.4,Urea
Groundnut,Laterite,110.6,117.8,128.3,Organic Compost
Soybean,Desert,99.3,87.5,77.5,NPK 10-26-26
Chickpea,Sandy,138.4,60.6,138.6,Organic Compost
Onion,Clay,82.6,92.8,80.3,Organic Compost
Millets,Loamy,57.5,122.5,23.4,MOP
Rice,Laterite,113.0,128.6,36.2,MOP
Chickpea,Red,92.8,28.1,38.2,NPK 10-26-26
Chickpea,Loamy,100.3,22.6,130.4,DAP
Rice,Sandy,124.7,138.2,108.5,Organic Compost
Potato,Clay,113.9,98.6,66.2,Organic Compost
Groundnut,Black,110.4,123.0,2.3,MOP
Sugarcane,Loamy,24.9,103.1,67.3,Urea
Millets,Black,19.3,80.9,52.9,Urea
Wheat,Black,113.7,56.8,67.5,Organic Compost
Millets,Sandy,62.6,120.0,91.3,Organic Compost
Tomato,Black,94.8,120.1,49.1,MOP
Soybean,Red,126.7,80.5,107.6,Organic Compost
Maize,Laterite,100.8,21.5,77.0,DAP
Millets,Clay,109.6,69.2,42.3,MOP
Mustard,Laterite,70.7,100.4,40.0,MOP
Mustard,Red,103.1,10.1,64.1,DAP
Millets,Black,139.3,19.0,44.0,NPK 10-26-26
