soil_type,temperature,humidity,rainfall,ph,crop
Alluvial,25.4,79.4,177.6,6.93,Sugarcane
Black,28.1,67.0,104.1,7.46,Soybean
Red,31.0,47.2,52.8,6.73,Groundnut
Sandy,16.4,65.7,64.6,5.16,Potato
Clay,34.5,82.9,144.7,5.51,Rice
Alluvial,32.3,88.9,129.3,6.32,Banana
Black,30.9,70.4,238.5,5.99,Sugarcane
Black,25.2,44.1,56.5,6.21,Cotton
Loamy,33.7,71.9,184.9,6.99,Sugarcane
Loamy,28.1,68.1,104.2,7.1,Soybean
Laterite,29.1,91.3,178.4,6.17,Banana
Black,19.2,47.5,79.5,6.04,Chickpea
Laterite,24.7,54.8,121.6,6.77,Groundnut
Laterite,31.7,86.8,300.7,5.91,Rice
Laterite,31.5,78.1,244.2,5.52,Rice
Loamy,15.3,63.5,45.4,6.04,Mustard
Red,31.9,75.4,301.0,6.53,Rice
Alluvial,20.4,62.8,111.7,6.37,Potato
Alluvial,23.3,42.3,75.8,7.43,Chickpea
Alluvial,22.7,51.4,68.6,6.51,Onion
Sandy,19.8,76.7,60.3,6.47,Potato
Loamy,14.9,71.7,61.3,5.48,Potato
Alluvial,27.8,56.6,89.1,6.81,Tomato
Alluvial,27.1,90.1,156.4,6.2,Sugarcane
Black,32.4,74.6,163.3,7.14,Soybean
Black,25.0,73.5,112.7,6.71,Soybean
Red,34.6,56.1,63.5,6.15,Millets
Black,15.0,52.6,55.0,7.51,Wheat
Laterite,24.6,70.2,97.4,6.01,Groundnut
Red,27.8,58.5,48.3,6.27,Groundnut
Sandy,19.2,71.4,74.3,6.1,Potato
Clay,27.6,73.3,253.9,6.63,Rice
Red,27.2,76.4,76.9,6.57,Tomato
Sandy,32.0,47.7,102.0,6.07,Groundnut
Sandy,21.2,65.0,81.7,7.23,Mustard
Laterite,27.0,68.6,87.6,6.89,Groundnut
Red,29.7,69.6,100.5,6.29,Groundnut
Red,24.3,56.8,100.8,5.94,Maize
Black,13.6,43.3,56.0,6.85,Mustard
Loamy,21.9,56.3,85.9,6.07,Tomato
Loamy,21.6,45.4,73.1,6.66,Chickpea
Red,34.0,67.5,73.6,6.88,Groundnut
Laterite,28.0,61.5,88.7,6.9,Groundnut
Red,29.0,57.5,58.6,7.02,Tomato
Loamy,22.9,78.8,102.7,6.26,Potato
Loamy,21.3,62.6,36.6,7.39,Mustard
Laterite,33.6,64.4,92.5,5.88,Millets
Alluvial,24.6,76.2,73.0,5.91,Maize
Laterite,35.2,81.0,224.0,6.8,Rice
Alluvial,28.3,84.6,133.3,6.94,Banana
Black,19.8,62.2,86.6,6.07,Wheat
Alluvial,16.1,60.6,47.5,6.63,Mustard
Red,30.4,74.5,167.3,6.26,Soybean
Alluvial,23.5,59.5,84.7,7.46,Chickpea
Red,31.3,48.2,56.7,7.0,Cotton
Red,31.3,65.8,114.7,7.29,Cotton
Loamy,33.5,54.3,94.4,6.47,Cotton
Laterite,32.9,88.6,227.0,5.97,Banana
Loamy,18.3,49.5,73.1,6.76,Wheat
Black,33.1,87.0,237.7,6.56,Sugarcane
Sandy,30.9,45.3,101.5,6.22,Groundnut
Loamy,24.6,70.5,121.8,6.15,Maize
Black,24.2,39.0,68.0,6.09,Mustard
Loamy,30.2,63.7,54.8,6.75,Onion
Red,30.5,53.1,90.4,6.75,Millets
Red,28.9,62.1,172.7,6.21,Soybean
Loamy,18.0,76.5,76.4,5.0,Potato
Desert,25.9,34.1,34.1,6.5,Millets
Alluvial,25.5,55.2,46.3,5.98,Chickpea
Loamy,28.0,62.2,98.9,6.95,Tomato
Loamy,21.8,77.7,91.2,6.86,Tomato
Red,32.0,55.6,36.3,6.31,Millets
Alluvial,17.0,72.5,71.0,6.21,Potato
Desert,35.3,40.1,44.9,5.94,Millets
Alluvial,34.7,87.7,221.7,5.98,Rice
Sandy,28.6,61.4,71.6,6.98,Groundnut
Loamy,27.7,79.8,201.5,5.99,Sugarcane
Alluvial,24.3,76.7,146.5,7.37,Banana
Clay,30.3,87.3,246.8,6.22,Rice
Alluvial,17.4,47.8,50.2,7.31,Chickpea
Sandy,18.4,72.7,66.9,6.13,Potato
Loamy,34.4,74.2,234.3,6.21,Sugarcane
Red,31.6,85.3,159.0,6.28,Soybean
Alluvial,24.7,65.8,82.9,7.25,Onion
Laterite,26.6,69.8,163.3,6.72,Rice
Loamy,24.6,82.9,143.1,7.46,Sugarcane
Alluvial,25.1,62.7,83.8,6.3,Tomato
Alluvial,29.9,76.9,98.2,6.74,Tomato
Sandy,34.6,46.5,87.6,5.91,Millets
Alluvial,22.4,45.6,62.8,6.84,Mustard
Red,30.2,66.1,104.7,7.65,Cotton
Alluvial,23.8,71.9,142.5,6.08,Banana
Sandy,28.7,68.7,82.1,6.08,Groundnut
Alluvial,15.5,70.8,136.5,5.84,Potato
Black,19.7,58.7,52.7,7.46,Onion
Red,24.7,61.6,84.4,6.55,Tomato
Laterite,35.3,58.3,43.3,6.38,Millets
Alluvial,32.3,84.9,150.5,7.1,Banana
Loamy,17.5,52.0,70.4,7.09,Mustard
Laterite,27.8,54.2,49.9,6.24,Groundnut
Alluvial,26.2,68.9,115.7,7.02,Tomato
Alluvial,28.4,71.0,53.8,6.98,Onion
Alluvial,16.2,65.4,78.7,7.3,Mustard
Clay,32.4,86.5,270.8,6.25,Rice
Red,29.5,59.9,116.4,6.18,Tomato
Red,27.7,67.6,76.1,7.33,Soybean
Alluvial,16.1,45.2,53.8,6.88,Chickpea
Loamy,30.1,70.2,204.2,6.19,Banana
Loamy,23.5,46.2,72.1,7.61,Chickpea
Red,27.9,57.1,97.1,6.6,Tomato
Loamy,18.1,69.9,52.7,7.07,Onion
Alluvial,18.7,83.1,80.5,6.42,Potato
Sandy,17.1,60.2,71.9,6.74,Mustard
Alluvial,25.7,49.2,48.4,7.84,Chickpea
Loamy,28.2,70.2,83.9,6.03,Cotton
Black,31.7,75.6,207.7,6.54,Sugarcane
Loamy,28.4,75.1,138.2,6.23,Maize
Alluvial,21.3,80.1,135.9,6.46,Potato
Black,30.6,84.4,183.5,6.33,Sugarcane
Loamy,28.7,75.2,164.0,6.06,Soybean
Black,19.1,64.9,44.9,6.07,Chickpea
Desert,30.6,53.0,59.8,5.81,Millets
Loamy,15.3,62.0,56.3,6.97,Wheat
Loamy,23.0,53.5,40.6,6.93,Chickpea
Desert,18.3,65.8,74.9,6.25,Wheat
Loamy,23.9,69.4,236.8,6.03,Sugarcane
Sandy,20.1,69.1,97.5,5.45,Potato
Alluvial,17.3,62.7,120.4,5.66,Potato
Loamy,29.7,84.2,162.1,5.99,Banana
Laterite,32.3,37.8,63.7,6.45,Millets
Black,22.0,65.9,37.8,7.13,Mustard
Loamy,14.6,64.3,36.9,7.46,Mustard
Black,28.6,86.8,222.3,6.6,Sugarcane
Loamy,15.8,66.2,87.3,6.52,Potato
Loamy,25.7,57.6,116.5,6.59,Tomato
Loamy,17.3,59.9,54.5,7.32,Wheat
Red,29.3,55.5,97.3,6.54,Groundnut
Alluvial,18.4,45.7,91.6,7.6,Chickpea
Clay,28.6,84.6,284.5,6.09,Rice
Clay,25.1,73.0,254.9,5.93,Rice
Alluvial,19.9,46.4,62.0,6.55,Mustard
Loamy,19.7,49.5,68.0,6.13,Onion
Black,27.1,63.4,50.3,7.46,Onion
Loamy,18.0,61.2,60.4,6.22,Wheat
Black,14.7,63.8,66.8,6.11,Mustard
Red,31.5,40.9,53.0,7.96,Millets
Alluvial,21.1,59.7,33.8,7.02,Chickpea
Red,27.7,72.6,66.4,6.04,Maize
Alluvial,25.0,70.9,239.5,7.46,Sugarcane
Sandy,26.5,57.7,78.7,5.51,Millets
Loamy,25.8,84.9,159.0,6.42,Sugarcane
Loamy,35.8,53.7,89.4,7.42,Cotton
Black,25.9,56.7,80.9,7.28,Chickpea
Sandy,24.5,53.9,120.9,6.55,Groundnut
Sandy,15.8,81.6,135.3,6.26,Potato
Laterite,30.1,51.4,98.2,6.71,Groundnut
Alluvial,33.5,90.3,171.2,6.23,Sugarcane
Black,34.6,50.1,54.3,6.02,Cotton
Loamy,24.8,66.1,66.9,6.66,Cotton
Loamy,23.8,74.8,101.7,5.39,Potato
Loamy,19.5,40.2,33.3,7.52,Chickpea
Alluvial,25.4,61.3,85.8,6.23,Chickpea
Alluvial,25.0,69.4,132.3,6.92,Tomato
Laterite,24.6,64.0,68.6,6.11,Groundnut
Alluvial,29.6,78.7,220.8,5.63,Rice
Loamy,22.8,50.9,54.4,5.96,Wheat
Alluvial,23.3,74.6,60.8,6.07,Potato
Alluvial,19.2,66.1,89.6,6.65,Onion
Red,23.5,57.5,121.9,6.85,Tomato
Alluvial,31.1,91.1,295.1,6.0,Rice
Loamy,18.9,74.1,76.7,7.37,Onion
Alluvial,28.0,62.8,108.3,6.18,Tomato
Alluvial,26.6,77.0,126.8,7.2,Banana
Red,36.2,49.1,43.4,7.45,Millets
Black,24.2,74.1,112.5,7.2,Onion
Alluvial,22.6,71.8,103.8,6.52,Tomato
Red,26.3,70.0,112.2,6.56,Groundnut
Laterite,25.4,84.1,207.7,6.73,Rice
Alluvial,32.6,73.6,247.7,6.2,Sugarcane
Black,24.8,82.7,239.5,6.53,Sugarcane
Laterite,32.5,44.6,53.2,6.33,Groundnut
Loamy,26.8,74.5,80.1,7.4,Soybean
Loamy,26.5,84.1,98.6,7.09,Soybean
Alluvial,25.6,70.4,239.8,6.4,Rice
Red,33.7,54.2,60.8,5.83,Millets
Alluvial,25.4,65.0,42.5,6.19,Mustard
Alluvial,24.9,68.8,118.2,6.46,Tomato
Red,34.0,55.3,88.1,6.65,Cotton
Alluvial,19.5,59.4,91.4,7.14,Wheat
Red,27.7,37.0,52.6,7.14,Millets
Red,24.6,69.6,109.6,6.69,Tomato
Alluvial,19.3,57.8,72.0,7.42,Chickpea
Laterite,31.1,73.3,198.9,5.73,Rice
Loamy,18.9,65.5,102.1,6.21,Wheat
Alluvial,17.3,47.4,48.6,7.25,Chickpea
Loamy,30.1,67.5,156.0,6.68,Maize
Loamy,20.7,58.8,48.8,6.58,Mustard
Red,24.2,58.8,76.1,6.46,Groundnut
Loamy,20.7,56.6,104.9,6.26,Maize
Alluvial,19.5,64.1,98.6,6.03,Potato
Black,15.7,50.3,33.0,7.02,Chickpea
Sandy,22.9,66.9,102.6,5.26,Potato
Laterite,34.4,74.6,150.1,6.23,Rice
Alluvial,28.0,78.7,267.1,6.53,Rice
Black,27.9,86.2,205.9,6.12,Sugarcane
Loamy,32.8,78.1,135.7,6.59,Banana
Sandy,20.9,65.4,60.9,5.68,Potato
Red,32.4,87.3,267.5,6.12,Rice
Alluvial,16.3,65.2,89.4,6.17,Wheat
Alluvial,23.0,42.3,35.7,6.15,Chickpea
Loamy,29.0,67.6,153.7,6.03,Maize
Loamy,23.9,50.5,37.5,6.27,Mustard
Clay,30.8,89.7,241.7,6.03,Rice
Loamy,26.2,59.3,101.8,6.04,Onion
Loamy,22.8,56.2,71.3,7.51,Wheat
Alluvial,31.3,69.5,118.5,6.01,Maize
Loamy,28.1,58.3,128.7,6.16,Maize
Alluvial,20.9,62.3,72.4,7.04,Mustard
Loamy,21.4,49.6,99.7,6.89,Wheat
Alluvial,24.8,55.4,42.6,6.51,Chickpea
Red,30.1,59.2,79.3,6.13,Millets
Red,27.8,57.5,75.4,7.94,Cotton
Laterite,25.1,72.1,294.3,6.01,Rice
Loamy,23.7,63.0,67.0,6.98,Tomato
Loamy,30.6,88.7,245.9,6.9,Sugarcane
Laterite,33.2,83.4,259.6,7.05,Banana
Loamy,15.1,63.5,61.7,6.03,Mustard
Sandy,24.1,68.6,84.7,6.45,Groundnut
Red,31.9,85.9,115.4,7.46,Soybean
Alluvial,29.1,64.0,87.2,6.86,Tomato
Black,25.0,56.8,35.0,7.8,Chickpea
Loamy,21.4,79.3,123.5,5.81,Potato
Loamy,16.6,42.4,42.5,6.52,Chickpea
Alluvial,23.4,59.1,99.4,5.63,Potato
Black,24.4,84.0,135.8,7.03,Sugarcane
Loamy,22.5,47.7,62.4,7.5,Chickpea
Loamy,24.5,51.5,46.9,6.88,Chickpea
Loamy,24.2,56.8,80.7,6.71,Wheat
Alluvial,17.5,60.6,95.2,7.16,Wheat
Alluvial,25.5,69.4,56.1,6.71,Maize
Loamy,25.8,61.7,70.0,6.5,Maize
Loamy,25.3,58.2,113.1,5.89,Maize
Alluvial,23.6,41.0,36.6,6.64,Chickpea
Black,26.5,90.7,244.7,6.3,Sugarcane
Alluvial,18.8,68.2,58.9,7.38,Wheat
Loamy,17.0,67.6,76.1,5.82,Potato
Alluvial,17.6,59.5,64.2,6.31,Wheat
Loamy,26.6,75.7,74.1,6.44,Tomato
Loamy,23.6,82.6,246.6,7.21,Sugarcane
Alluvial,25.3,88.7,194.3,5.66,Rice
Alluvial,24.9,59.7,84.0,7.65,Chickpea
Loamy,22.2,67.7,105.6,5.56,Potato
Red,31.5,63.7,62.4,6.45,Groundnut
Black,17.7,51.4,64.5,6.58,Chickpea
Alluvial,19.3,69.1,48.0,6.14,Wheat
Black,25.3,47.1,95.7,7.23,Cotton
Red,32.7,64.9,116.9,7.56,Cotton
Desert,31.2,60.4,176.4,6.64,Soybean
Desert,28.6,64.6,46.1,6.86,Millets
Black,22.6,48.1,85.3,7.03,Chickpea
Alluvial,32.4,86.9,223.4,7.48,Sugarcane
Black,25.5,61.6,90.2,6.07,Chickpea
Loamy,30.2,63.8,54.0,6.78,Onion
Loamy,22.0,63.7,143.3,6.77,Soybean
Alluvial,30.0,81.7,242.6,5.97,Banana
Laterite,27.3,87.5,251.2,5.98,Rice
Alluvial,24.7,89.5,143.6,6.71,Sugarcane
Alluvial,17.4,39.2,61.6,6.02,Mustard
Loamy,35.4,54.3,102.9,7.3,Cotton
Black,22.4,63.6,93.1,7.53,Wheat
Black,36.2,68.2,101.7,8.04,Cotton
Black,27.8,73.6,48.1,6.86,Onion
Alluvial,19.8,77.6,60.3,7.03,Tomato
Black,28.3,81.2,201.2,6.02,Sugarcane
Loamy,25.9,63.6,103.6,6.55,Tomato
Laterite,33.0,45.7,104.4,6.95,Groundnut
Black,30.7,45.2,97.9,7.13,Cotton
Red,27.8,80.6,126.6,7.09,Maize
Clay,29.4,71.9,155.7,6.62,Rice
Red,31.2,67.1,69.9,7.5,Cotton
Black,25.7,85.1,150.9,7.3,Soybean
Red,31.9,70.5,113.9,6.52,Soybean
Red,26.5,84.2,97.5,6.24,Soybean
Alluvial,17.9,70.6,51.2,6.4,Onion
Loamy,29.0,67.4,105.4,7.24,Onion
Loamy,23.7,76.7,65.7,5.19,Potato
Red,25.5,47.7,58.3,6.61,Groundnut
Loamy,29.4,74.3,76.5,5.85,Maize
Loamy,25.9,61.2,107.4,7.52,Onion
Red,30.6,58.2,86.4,6.68,Millets
Black,24.0,77.4,175.3,6.43,Soybean
Alluvial,23.3,65.6,48.1,6.83,Chickpea
Desert,33.7,47.6,33.3,7.25,Millets
Loamy,21.9,73.9,63.9,6.23,Tomato
Laterite,29.8,49.0,101.9,6.05,Groundnut
Laterite,33.0,82.1,232.0,6.7,Rice
Alluvial,33.1,90.2,188.2,6.5,Sugarcane
Alluvial,23.7,91.6,179.3,6.59,Banana
Black,26.5,58.4,94.9,6.27,Cotton
Laterite,26.2,41.4,33.5,7.79,Millets
Loamy,26.1,70.4,66.6,6.23,Cotton
Loamy,27.2,80.4,82.6,6.03,Tomato
Loamy,22.9,75.6,92.7,5.98,Maize
Red,24.1,70.2,122.9,6.42,Tomato
Black,31.2,75.9,137.7,6.81,Soybean
Sandy,16.5,63.2,57.9,5.24,Potato
Alluvial,21.0,67.1,44.3,6.31,Wheat
Black,16.3,66.7,58.5,7.41,Wheat
Loamy,30.6,78.4,230.5,6.8,Banana
Alluvial,22.6,56.8,78.1,6.95,Maize
Loamy,30.2,75.5,200.4,5.97,Banana
Red,24.8,55.7,81.1,6.75,Mustard
Alluvial,32.2,80.1,250.9,6.29,Rice
Clay,29.3,60.4,122.0,7.15,Cotton
Red,23.7,66.6,129.6,7.15,Soybean
Black,23.9,40.3,56.6,6.06,Mustard
Laterite,32.0,50.7,58.2,7.72,Millets
Black,14.8,48.2,56.6,6.93,Mustard
Alluvial,19.7,67.7,81.1,5.62,Potato
Black,24.7,44.1,49.1,7.05,Mustard
Red,29.2,46.6,71.1,7.0,Cotton
Sandy,25.1,42.2,86.2,7.85,Millets
Alluvial,19.0,63.8,54.2,6.56,Mustard
Alluvial,22.1,66.5,78.6,7.32,Wheat
Alluvial,19.9,41.0,80.6,7.55,Chickpea
Black,32.0,78.4,149.1,6.53,Soybean
Loamy,33.9,67.1,105.8,7.43,Cotton
Black,16.4,64.8,51.5,6.62,Chickpea
Laterite,30.3,74.7,181.9,6.54,Banana
Loamy,29.9,78.1,190.9,6.29,Sugarcane
Desert,19.1,74.6,99.6,6.29,Onion
Loamy,23.8,74.8,48.3,6.93,Onion
Black,19.7,55.2,44.7,6.93,Wheat
Alluvial,15.2,61.8,44.1,7.3,Wheat
Clay,20.1,60.0,116.3,6.52,Tomato
Sandy,30.6,43.4,61.1,7.67,Millets
Laterite,28.1,81.0,174.0,6.9,Banana
Black,22.8,59.2,171.5,7.02,Soybean
Red,30.6,54.6,101.0,6.84,Groundnut
Alluvial,29.5,81.1,207.2,6.04,Sugarcane
Alluvial,33.3,73.1,167.8,6.65,Rice
Red,32.0,68.2,76.2,6.39,Groundnut
Loamy,27.5,73.7,113.0,6.38,Tomato
Red,24.6,58.2,57.3,6.13,Maize
Red,28.3,61.0,96.4,7.72,Cotton
Clay,34.9,80.6,298.4,5.69,Rice
